,OrderNumber,ProductName,Color,Category,Subcategory,ListPrice,Orderdate,Duedate,Shipdate,PromotionName,SalesRegion,OrderQuantity,UnitPrice,SalesAmount,DiscountAmount,TaxAmount,Freight
5624,SO47013,LL Road Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Canada,2,24.2945,48.589,0.0,3.8871,1.2147
5640,SO47014,HL Fork,,Components,Forks,229.49,1/29/2012,2/10/2012,2/5/2012,No Discount,Canada,2,137.694,275.388,0.0,22.031,6.8847
5641,SO47014,HL Mountain Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Canada,1,65.6018,65.6018,0.0,5.2481,1.64
5642,SO47015,ML Mountain Handlebars,,Components,Handlebars,56.2909,1/29/2012,2/10/2012,2/5/2012,No Discount,Canada,2,33.7745,67.549,0.0,5.4039,1.6887
5685,SO47018,Minipump,,Accessories,Pumps,19.99,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,11.994,47.976,0.0,3.8381,1.1994
5689,SO47018,HL Road Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,5,65.6018,328.009,0.0,26.2407,8.2002
5707,SO47018,Cable Lock,,Accessories,Locks,25.0,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,15.0,60.0,0.0,4.8,1.5
5719,SO47018,LL Road Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,24.2945,97.178,0.0,7.7742,2.4295
5729,SO47019,HL Mountain Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,France,1,65.6018,65.6018,0.0,5.2481,1.64
5752,SO47024,HL Headset,,Components,Headsets,124.73,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,3,74.838,224.514,0.0,17.9611,5.6129
5756,SO47024,HL Fork,,Components,Forks,229.49,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,137.694,550.776,0.0,44.0621,13.7694
5758,SO47024,ML Headset,,Components,Headsets,102.29,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,6,61.374,368.244,0.0,29.4595,9.2061
5759,SO47024,LL Fork,,Components,Forks,148.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,88.932,88.932,0.0,7.1146,2.2233
5762,SO47024,LL Mountain Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,5,24.2945,121.4725,0.0,9.7178,3.0368
5764,SO47024,HL Mountain Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,65.6018,131.2036,0.0,10.4963,3.2801
5784,SO47025,LL Road Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,4,24.2945,97.178,0.0,7.7742,2.4295
5792,SO47025,HL Road Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,1,65.6018,65.6018,0.0,5.2481,1.64
5804,SO47026,LL Mountain Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,1,24.2945,24.2945,0.0,1.9436,0.6074
5811,SO47026,HL Mountain Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,3,65.6018,196.8054,0.0,15.7444,4.9201
5818,SO47027,LL Road Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,24.2945,97.178,0.0,7.7742,2.4295
5820,SO47027,Cable Lock,,Accessories,Locks,25.0,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,15.0,60.0,0.0,4.8,1.5
5825,SO47027,Minipump,,Accessories,Pumps,19.99,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,6,11.994,71.964,0.0,5.7571,1.7991
5865,SO47027,HL Road Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,65.6018,262.4072,0.0,20.9926,6.5602
5899,SO47028,Cable Lock,,Accessories,Locks,25.0,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,3,15.0,45.0,0.0,3.6,1.125
5906,SO47028,Minipump,,Accessories,Pumps,19.99,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,11.994,47.976,0.0,3.8381,1.1994
5909,SO47028,LL Mountain Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,3,24.2945,72.8835,0.0,5.8307,1.8221
5914,SO47028,ML Mountain Handlebars,,Components,Handlebars,56.2909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,33.7745,33.7745,0.0,2.702,0.8444
5923,SO47031,ML Mountain Handlebars,,Components,Handlebars,56.2909,1/29/2012,2/10/2012,2/5/2012,No Discount,Canada,3,33.7745,101.3235,0.0,8.1059,2.5331
5924,SO47031,Cable Lock,,Accessories,Locks,25.0,1/29/2012,2/10/2012,2/5/2012,No Discount,Canada,5,15.0,75.0,0.0,6.0,1.875
5934,SO47031,LL Mountain Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Canada,2,24.2945,48.589,0.0,3.8871,1.2147
5937,SO47031,Minipump,,Accessories,Pumps,19.99,1/29/2012,2/10/2012,2/5/2012,No Discount,Canada,3,11.994,35.982,0.0,2.8786,0.8996
5940,SO47031,HL Mountain Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Canada,1,65.6018,65.6018,0.0,5.2481,1.64
5969,SO47033,LL Road Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,3,24.2945,72.8835,0.0,5.8307,1.8221
5994,SO47033,HL Road Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,5,65.6018,328.009,0.0,26.2407,8.2002
5995,SO47033,Minipump,,Accessories,Pumps,19.99,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,5,11.994,59.97,0.0,4.7976,1.4993
6025,SO47033,Cable Lock,,Accessories,Locks,25.0,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,1,15.0,15.0,0.0,1.2,0.375
6044,SO47034,HL Road Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,65.6018,131.2036,0.0,10.4963,3.2801
6106,SO47037,Minipump,,Accessories,Pumps,19.99,1/29/2012,2/10/2012,2/5/2012,No Discount,Canada,6,11.994,71.964,0.0,5.7571,1.7991
6114,SO47037,Cable Lock,,Accessories,Locks,25.0,1/29/2012,2/10/2012,2/5/2012,No Discount,Canada,7,15.0,105.0,0.0,8.4,2.625
6117,SO47037,HL Road Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Canada,1,65.6018,65.6018,0.0,5.2481,1.64
6128,SO47039,ML Mountain Handlebars,,Components,Handlebars,56.2909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,33.7745,67.549,0.0,5.4039,1.6887
6133,SO47039,LL Mountain Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,24.2945,48.589,0.0,3.8871,1.2147
6178,SO47041,Cable Lock,,Accessories,Locks,25.0,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,5,15.0,75.0,0.0,6.0,1.875
6179,SO47041,Minipump,,Accessories,Pumps,19.99,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,2,11.994,23.988,0.0,1.919,0.5997
6193,SO47041,HL Road Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,3,65.6018,196.8054,0.0,15.7444,4.9201
6228,SO47042,LL Headset,,Components,Headsets,34.2,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,3,20.52,61.56,0.0,4.9248,1.539
6230,SO47042,LL Fork,,Components,Forks,148.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,1,88.932,88.932,0.0,7.1146,2.2233
6233,SO47042,HL Headset,,Components,Headsets,124.73,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,1,74.838,74.838,0.0,5.987,1.871
6238,SO47042,HL Fork,,Components,Forks,229.49,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,6,137.694,826.164,0.0,66.0931,20.6541
6257,SO47042,ML Mountain Handlebars,,Components,Handlebars,56.2909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,4,33.7745,135.098,0.0,10.8078,3.3775
6258,SO47042,HL Mountain Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,2,65.6018,131.2036,0.0,10.4963,3.2801
6261,SO47042,LL Mountain Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,1,24.2945,24.2945,0.0,1.9436,0.6074
6266,SO47042,Minipump,,Accessories,Pumps,19.99,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,10,11.994,119.94,0.0,9.5952,2.9985
6268,SO47042,Cable Lock,,Accessories,Locks,25.0,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,2,15.0,30.0,0.0,2.4,0.75
6272,SO47044,LL Fork,,Components,Forks,148.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,1,88.932,88.932,0.0,7.1146,2.2233
6281,SO47045,ML Mountain Handlebars,,Components,Handlebars,56.2909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,33.7745,135.098,0.0,10.8078,3.3775
6282,SO47045,LL Mountain Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,6,24.2945,145.767,0.0,11.6614,3.6442
6290,SO47045,Minipump,,Accessories,Pumps,19.99,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,5,11.994,59.97,0.0,4.7976,1.4993
6298,SO47045,Cable Lock,,Accessories,Locks,25.0,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,3,15.0,45.0,0.0,3.6,1.125
6309,SO47045,HL Mountain Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,65.6018,262.4072,0.0,20.9926,6.5602
6334,SO47049,HL Mountain Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,65.6018,131.2036,0.0,10.4963,3.2801
6335,SO47049,LL Fork,,Components,Forks,148.22,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,88.932,88.932,0.0,7.1146,2.2233
6337,SO47049,LL Mountain Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,6,24.2945,145.767,0.0,11.6614,3.6442
6341,SO47049,HL Fork,,Components,Forks,229.49,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,137.694,550.776,0.0,44.0621,13.7694
6343,SO47049,ML Headset,,Components,Headsets,102.29,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,9,61.374,552.366,0.0,44.1893,13.8092
6354,SO47049,LL Headset,,Components,Headsets,34.2,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,20.52,41.04,0.0,3.2832,1.026
6358,SO47049,ML Mountain Handlebars,,Components,Handlebars,56.2909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,33.7745,67.549,0.0,5.4039,1.6887
6370,SO47050,LL Road Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,1,24.2945,24.2945,0.0,1.9436,0.6074
6375,SO47051,LL Headset,,Components,Headsets,34.2,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,1,20.52,20.52,0.0,1.6416,0.513
6380,SO47052,ML Mountain Handlebars,,Components,Handlebars,56.2909,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,6,33.7745,202.647,0.0,16.2118,5.0662
6403,SO47052,LL Mountain Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,2,24.2945,48.589,0.0,3.8871,1.2147
6406,SO47052,Cable Lock,,Accessories,Locks,25.0,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,4,15.0,60.0,0.0,4.8,1.5
6407,SO47052,HL Mountain Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,6,65.6018,393.6108,0.0,31.4889,9.8403
6410,SO47052,Minipump,,Accessories,Pumps,19.99,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,2,11.994,23.988,0.0,1.919,0.5997
6427,SO47053,HL Road Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,1,65.6018,65.6018,0.0,5.2481,1.64
6428,SO47053,LL Road Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southeast,4,24.2945,97.178,0.0,7.7742,2.4295
6471,SO47054,HL Road Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,3,65.6018,196.8054,0.0,15.7444,4.9201
6473,SO47055,Minipump,,Accessories,Pumps,19.99,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,8,11.994,95.952,0.0,7.6762,2.3988
6499,SO47055,Cable Lock,,Accessories,Locks,25.0,1/29/2012,2/10/2012,2/5/2012,No Discount,Northeast,4,15.0,60.0,0.0,4.8,1.5
6523,SO47056,LL Road Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,2,24.2945,48.589,0.0,3.8871,1.2147
6536,SO47056,Cable Lock,,Accessories,Locks,25.0,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,7,15.0,105.0,0.0,8.4,2.625
6554,SO47056,HL Road Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,1,65.6018,65.6018,0.0,5.2481,1.64
6567,SO47056,Minipump,,Accessories,Pumps,19.99,1/29/2012,2/10/2012,2/5/2012,No Discount,Southwest,4,11.994,47.976,0.0,3.8381,1.1994
6577,SO47057,ML Mountain Handlebars,,Components,Handlebars,56.2909,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,4,33.7745,135.098,0.0,10.8078,3.3775
6637,SO47062,ML Mountain Handlebars,,Components,Handlebars,56.2909,1/29/2012,2/10/2012,2/5/2012,No Discount,United Kingdom,1,33.7745,33.7745,0.0,2.702,0.8444
6642,SO47065,ML Mountain Handlebars,,Components,Handlebars,56.2909,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,2,33.7745,67.549,0.0,5.4039,1.6887
6668,SO47065,Cable Lock,,Accessories,Locks,25.0,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,3,15.0,45.0,0.0,3.6,1.125
6674,SO47065,HL Mountain Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,2,65.6018,131.2036,0.0,10.4963,3.2801
6680,SO47065,LL Mountain Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,3,24.2945,72.8835,0.0,5.8307,1.8221
6682,SO47065,Minipump,,Accessories,Pumps,19.99,1/29/2012,2/10/2012,2/5/2012,No Discount,Central,4,11.994,47.976,0.0,3.8381,1.1994
6685,SO47066,HL Road Handlebars,,Components,Handlebars,109.3364,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,2,65.6018,131.2036,0.0,10.4963,3.2801
6686,SO47066,LL Road Handlebars,,Components,Handlebars,40.4909,1/29/2012,2/10/2012,2/5/2012,No Discount,Northwest,1,24.2945,24.2945,0.0,1.9436,0.6074
6789,SO47352,HL Mountain Handlebars,,Components,Handlebars,109.3364,2/29/2012,3/12/2012,3/7/2012,No Discount,Central,4,65.6018,262.4072,0.0,20.9926,6.5602
6793,SO47352,LL Mountain Handlebars,,Components,Handlebars,40.4909,2/29/2012,3/12/2012,3/7/2012,No Discount,Central,1,24.2945,24.2945,0.0,1.9436,0.6074
6798,SO47352,Cable Lock,,Accessories,Locks,25.0,2/29/2012,3/12/2012,3/7/2012,No Discount,Central,5,15.0,75.0,0.0,6.0,1.875
6801,SO47352,Minipump,,Accessories,Pumps,19.99,2/29/2012,3/12/2012,3/7/2012,No Discount,Central,4,11.994,47.976,0.0,3.8381,1.1994
6803,SO47352,ML Mountain Handlebars,,Components,Handlebars,56.2909,2/29/2012,3/12/2012,3/7/2012,No Discount,Central,3,33.7745,101.3235,0.0,8.1059,2.5331
6817,SO47353,HL Mountain Handlebars,,Components,Handlebars,109.3364,2/29/2012,3/12/2012,3/7/2012,No Discount,United Kingdom,3,65.6018,196.8054,0.0,15.7444,4.9201
6823,SO47353,LL Mountain Handlebars,,Components,Handlebars,40.4909,2/29/2012,3/12/2012,3/7/2012,No Discount,United Kingdom,3,24.2945,72.8835,0.0,5.8307,1.8221
6837,SO47353,ML Mountain Handlebars,,Components,Handlebars,56.2909,2/29/2012,3/12/2012,3/7/2012,No Discount,United Kingdom,4,33.7745,135.098,0.0,10.8078,3.3775
6861,SO47354,Minipump,,Accessories,Pumps,19.99,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,4,11.994,47.976,0.0,3.8381,1.1994
6870,SO47354,HL Road Handlebars,,Components,Handlebars,109.3364,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,1,65.6018,65.6018,0.0,5.2481,1.64
6874,SO47354,Cable Lock,,Accessories,Locks,25.0,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,4,15.0,60.0,0.0,4.8,1.5
6901,SO47355,LL Road Handlebars,,Components,Handlebars,40.4909,2/29/2012,3/12/2012,3/7/2012,No Discount,Southwest,6,24.2945,145.767,0.0,11.6614,3.6442
6921,SO47355,Cable Lock,,Accessories,Locks,25.0,2/29/2012,3/12/2012,3/7/2012,No Discount,Southwest,8,15.0,120.0,0.0,9.6,3.0
6935,SO47355,HL Road Handlebars,,Components,Handlebars,109.3364,2/29/2012,3/12/2012,3/7/2012,No Discount,Southwest,6,65.6018,393.6108,0.0,31.4889,9.8403
6956,SO47355,Minipump,,Accessories,Pumps,19.99,2/29/2012,3/12/2012,3/7/2012,Volume Discount 11 to 14,Southwest,13,11.5942,147.7101,3.0145,11.8168,3.6928
6966,SO47357,ML Mountain Handlebars,,Components,Handlebars,56.2909,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,1,33.7745,33.7745,0.0,2.702,0.8444
6989,SO47359,Minipump,,Accessories,Pumps,19.99,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,5,11.994,59.97,0.0,4.7976,1.4993
6993,SO47359,LL Mountain Handlebars,,Components,Handlebars,40.4909,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,4,24.2945,97.178,0.0,7.7742,2.4295
7005,SO47359,Cable Lock,,Accessories,Locks,25.0,2/29/2012,3/12/2012,3/7/2012,Volume Discount 11 to 14,Canada,11,14.5,156.31,3.19,12.5048,3.9078
7014,SO47359,HL Headset,,Components,Headsets,124.73,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,2,74.838,149.676,0.0,11.9741,3.7419
7017,SO47359,HL Mountain Handlebars,,Components,Handlebars,109.3364,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,1,65.6018,65.6018,0.0,5.2481,1.64
7022,SO47359,LL Headset,,Components,Headsets,34.2,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,1,20.52,20.52,0.0,1.6416,0.513
7023,SO47359,LL Fork,,Components,Forks,148.22,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,2,88.932,177.864,0.0,14.2291,4.4466
7024,SO47359,ML Mountain Handlebars,,Components,Handlebars,56.2909,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,6,33.7745,202.647,0.0,16.2118,5.0662
7032,SO47359,ML Headset,,Components,Headsets,102.29,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,9,61.374,552.366,0.0,44.1893,13.8092
7040,SO47362,ML Mountain Handlebars,,Components,Handlebars,56.2909,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,5,33.7745,168.8725,0.0,13.5098,4.2218
7056,SO47365,LL Mountain Handlebars,,Components,Handlebars,40.4909,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,8,24.2945,194.356,0.0,15.5485,4.8589
7060,SO47365,HL Headset,,Components,Headsets,124.73,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,3,74.838,224.514,0.0,17.9611,5.6129
7063,SO47365,LL Fork,,Components,Forks,148.22,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,2,88.932,177.864,0.0,14.2291,4.4466
7065,SO47365,LL Headset,,Components,Headsets,34.2,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,5,20.52,102.6,0.0,8.208,2.565
7071,SO47365,HL Fork,,Components,Forks,229.49,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,8,137.694,1101.552,0.0,88.1242,27.5388
7073,SO47365,HL Mountain Handlebars,,Components,Handlebars,109.3364,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,3,65.6018,196.8054,0.0,15.7444,4.9201
7074,SO47365,Cable Lock,,Accessories,Locks,25.0,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,10,15.0,150.0,0.0,12.0,3.75
7081,SO47365,ML Mountain Handlebars,,Components,Handlebars,56.2909,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,6,33.7745,202.647,0.0,16.2118,5.0662
7098,SO47365,ML Headset,,Components,Headsets,102.29,2/29/2012,3/12/2012,3/7/2012,Volume Discount 11 to 14,Canada,11,59.3282,639.558,13.0522,51.1646,15.989
7103,SO47365,Minipump,,Accessories,Pumps,19.99,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,3,11.994,35.982,0.0,2.8786,0.8996
7113,SO47366,LL Road Handlebars,,Components,Handlebars,40.4909,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,2,24.2945,48.589,0.0,3.8871,1.2147
7143,SO47366,Cable Lock,,Accessories,Locks,25.0,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,8,15.0,120.0,0.0,9.6,3.0
7144,SO47366,Minipump,,Accessories,Pumps,19.99,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,7,11.994,83.958,0.0,6.7166,2.099
7170,SO47366,HL Road Handlebars,,Components,Handlebars,109.3364,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,4,65.6018,262.4072,0.0,20.9926,6.5602
7181,SO47367,LL Road Handlebars,,Components,Handlebars,40.4909,2/29/2012,3/12/2012,3/7/2012,No Discount,Northwest,3,24.2945,72.8835,0.0,5.8307,1.8221
7215,SO47369,LL Road Handlebars,,Components,Handlebars,40.4909,2/29/2012,3/12/2012,3/7/2012,No Discount,Southwest,6,24.2945,145.767,0.0,11.6614,3.6442
7246,SO47369,Minipump,,Accessories,Pumps,19.99,2/29/2012,3/12/2012,3/7/2012,No Discount,Southwest,7,11.994,83.958,0.0,6.7166,2.099
7262,SO47369,Cable Lock,,Accessories,Locks,25.0,2/29/2012,3/12/2012,3/7/2012,No Discount,Southwest,3,15.0,45.0,0.0,3.6,1.125
7270,SO47369,HL Road Handlebars,,Components,Handlebars,109.3364,2/29/2012,3/12/2012,3/7/2012,No Discount,Southwest,7,65.6018,459.2126,0.0,36.737,11.4803
7319,SO47374,ML Mountain Handlebars,,Components,Handlebars,56.2909,2/29/2012,3/12/2012,3/7/2012,No Discount,Southwest,3,33.7745,101.3235,0.0,8.1059,2.5331
7325,SO47377,LL Road Handlebars,,Components,Handlebars,40.4909,2/29/2012,3/12/2012,3/7/2012,No Discount,France,1,24.2945,24.2945,0.0,1.9436,0.6074
7350,SO47377,HL Road Handlebars,,Components,Handlebars,109.3364,2/29/2012,3/12/2012,3/7/2012,No Discount,France,2,65.6018,131.2036,0.0,10.4963,3.2801
7372,SO47378,Cable Lock,,Accessories,Locks,25.0,2/29/2012,3/12/2012,3/7/2012,No Discount,Central,5,15.0,75.0,0.0,6.0,1.875
7375,SO47378,HL Mountain Handlebars,,Components,Handlebars,109.3364,2/29/2012,3/12/2012,3/7/2012,No Discount,Central,2,65.6018,131.2036,0.0,10.4963,3.2801
7387,SO47378,LL Mountain Handlebars,,Components,Handlebars,40.4909,2/29/2012,3/12/2012,3/7/2012,No Discount,Central,1,24.2945,24.2945,0.0,1.9436,0.6074
7388,SO47378,Minipump,,Accessories,Pumps,19.99,2/29/2012,3/12/2012,3/7/2012,No Discount,Central,2,11.994,23.988,0.0,1.919,0.5997
7401,SO47380,ML Mountain Handlebars,,Components,Handlebars,56.2909,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,1,33.7745,33.7745,0.0,2.702,0.8444
7411,SO47380,Minipump,,Accessories,Pumps,19.99,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,3,11.994,35.982,0.0,2.8786,0.8996
7412,SO47380,HL Mountain Handlebars,,Components,Handlebars,109.3364,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,3,65.6018,196.8054,0.0,15.7444,4.9201
7429,SO47380,Cable Lock,,Accessories,Locks,25.0,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,3,15.0,45.0,0.0,3.6,1.125
7433,SO47380,LL Mountain Handlebars,,Components,Handlebars,40.4909,2/29/2012,3/12/2012,3/7/2012,No Discount,Canada,2,24.2945,48.589,0.0,3.8871,1.2147
7438,SO47382,HL Road Handlebars,,Components,Handlebars,109.3364,2/29/2012,3/12/2012,3/7/2012,No Discount,Northwest,1,65.6018,65.6018,0.0,5.2481,1.64
7456,SO47384,HL Road Handlebars,,Components,Handlebars,109.3364,2/29/2012,3/12/2012,3/7/2012,No Discount,Central,5,65.6018,328.009,0.0,26.2407,8.2002
7481,SO47384,Minipump,,Accessories,Pumps,19.99,2/29/2012,3/12/2012,3/7/2012,No Discount,Central,3,11.994,35.982,0.0,2.8786,0.8996
7494,SO47384,Cable Lock,,Accessories,Locks,25.0,2/29/2012,3/12/2012,3/7/2012,No Discount,Central,2,15.0,30.0,0.0,2.4,0.75
